Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
2200 BLOCK OF SE 135TH AVE                                                                                        ,18-140743,Property,Hazelwood,4/29/2018,4/1/2018,36,Vandalism,1,Vandalism
4800 BLOCK OF SE SHERMAN ST                                                                                       ,18-142173,Property,Richmond,4/27/2018,4/1/2018,0,Fraud Offenses,1,Identity Theft
4800 BLOCK OF SE SHERMAN ST                                                                                       ,18-142173,Property,Richmond,4/27/2018,4/1/2018,0,Fraud Offenses,1,Hacking/Computer Invasion
0 BLOCK OF NE ROSA PARKS WAY                                                                                   ,18-906533,Property,Piedmont,4/20/2018,4/1/2018,1140,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
0 BLOCK OF NE ROSA PARKS WAY                                                                                   ,18-906533,Property,Piedmont,4/20/2018,4/1/2018,1140,Fraud Offenses,1,Identity Theft
BURNSIDE BRG / NW NAITO PKWY,18-141985,Society,Old Town/Chinatown,4/30/2018,4/1/2018,805,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
200 BLOCK OF SE 160TH AVE                                                                                        ,18-140172,Property,Glenfair,4/28/2018,4/1/2018,1230,Larceny Offenses,1,All Other Larceny
NW 13TH AVE / NW GLISAN ST,18-906608,Property,Pearl,4/28/2018,4/1/2018,2100,Fraud Offenses,1,Identity Theft
NW 13TH AVE / NW GLISAN ST,18-906608,Property,Pearl,4/28/2018,4/1/2018,2100,Larceny Offenses,1,Theft From Motor Vehicle
1200 BLOCK OF SW YAMHILL ST                                                                                       ,18-141855,Property,Downtown,4/30/2018,4/1/2018,250,Burglary,1,Burglary
BURNSIDE BRG / NW NAITO PKWY,18-142413,Society,Old Town/Chinatown,4/30/2018,4/1/2018,1458,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
700 BLOCK OF NE 127TH PL                                                                                         ,18-906695,Property,Hazelwood,4/21/2018,4/1/2018,2140,Vandalism,1,Vandalism
9700 BLOCK OF SE WASHINGTON ST                                                                                    ,18-801018,Property,Hazelwood,2/9/2018,2/1/2018,1159,Counterfeiting/Forgery,1,Counterfeiting/Forgery
11500 BLOCK OF NE AIRPORT WAY                                                                                      ,18-680645,Society,Parkrose,4/12/2018,4/1/2018,2015,Prostitution Offenses,1,Prostitution
NW 22ND AVE / NW RALEIGH ST,18-905760,Property,Northwest,4/14/2018,4/1/2018,2244,Larceny Offenses,1,Theft From Motor Vehicle
SE 10TH AVE / SE ALDER ST,18-905865,Property,Buckman West,4/13/2018,4/1/2018,1900,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
N LOMBARD ST / N GRAVENSTEIN AVE,18-905831,Property,Arbor Lodge,4/14/2018,4/1/2018,2230,Larceny Offenses,1,Theft From Motor Vehicle
11500 BLOCK OF NE AIRPORT WAY                                                                                      ,18-801029,Society,Parkrose,4/12/2018,4/1/2018,1800,Prostitution Offenses,1,Assisting or Promoting Prostitution
9800 BLOCK OF SE WASHINGTON ST                                                                                    ,18-130241,Property,Hazelwood,4/20/2018,4/1/2018,1653,Larceny Offenses,1,Shoplifting
1300 BLOCK OF NW LOVEJOY ST                                                                                       ,18-905940,Property,Pearl,4/6/2018,4/1/2018,2228,Larceny Offenses,1,Shoplifting
4500 BLOCK OF SE MCLOUGHLIN BLVD                                                                                  ,18-905993,Property,Brooklyn,4/17/2018,4/1/2018,2130,Larceny Offenses,1,Theft From Motor Vehicle
2800 BLOCK OF NE SANDY BLVD                                                                                       ,18-127950,Property,Kerns,4/18/2018,4/1/2018,1800,Larceny Offenses,1,Theft From Building
400 BLOCK OF N WHEELER PL                                                                                        ,18-905980,Property,Eliot,4/17/2018,4/1/2018,2110,Larceny Offenses,1,Theft From Motor Vehicle
13700 BLOCK OF SE RHINE ST                                                                                         ,18-127115,Property,Powellhurst-Gilbert,4/18/2018,4/1/2018,638,Larceny Offenses,1,Theft From Motor Vehicle
200 BLOCK OF NE 102ND AVE                                                                                        ,18-906633,Property,Hazelwood,4/7/2018,4/1/2018,745,Fraud Offenses,1,Identity Theft
200 BLOCK OF NE 102ND AVE                                                                                        ,18-906633,Property,Hazelwood,4/7/2018,4/1/2018,745,Larceny Offenses,1,Theft From Building
2500 BLOCK OF NE RODNEY AVE                                                                                       ,18-906290,Property,Eliot,4/19/2018,4/1/2018,745,Larceny Offenses,1,Theft From Motor Vehicle
9700 BLOCK OF NE CASCADES PKWY                                                                                    ,18-135992,Property,,4/25/2018,4/1/2018,0,Larceny Offenses,1,Theft From Motor Vehicle
1700 BLOCK OF NE 9TH AVE                                                                                          ,18-680692,Property,Irvington,4/14/2018,4/1/2018,0,Fraud Offenses,1,Credit Card/ATM Fraud
1700 BLOCK OF NE 9TH AVE                                                                                          ,18-680692,Property,Irvington,4/14/2018,4/1/2018,0,Fraud Offenses,1,Identity Theft
4600 BLOCK OF SE SALMON ST                                                                                        ,18-139936,Property,Sunnyside,4/28/2018,4/1/2018,946,Motor Vehicle Theft,1,Motor Vehicle Theft
3500 BLOCK OF SE CESAR E CHAVEZ BLVD                                                                              ,18-139864,Property,Creston-Kenilworth,4/28/2018,4/1/2018,0,Larceny Offenses,1,Theft From Motor Vehicle
10500 BLOCK OF NE HALSEY ST                                                                                        ,18-906448,Property,Hazelwood,4/24/2018,4/1/2018,630,Vandalism,1,Vandalism
4900 BLOCK OF SE POWELL BLVD                                                                                      ,18-140422,Property,Richmond,4/28/2018,4/1/2018,1841,Vandalism,1,Vandalism
1100 BLOCK OF NE HOLLADAY ST                                                                                      ,18-137854,Property,Sullivan's Gulch,4/26/2018,4/1/2018,1739,Larceny Offenses,1,Shoplifting
200 BLOCK OF SE 105TH AVE                                                                                        ,18-139886,Property,Hazelwood,4/28/2018,4/1/2018,815,Larceny Offenses,1,Theft From Motor Vehicle
NE 8TH AVE / NE DAVIS ST,18-139612,Property,Kerns,4/28/2018,4/1/2018,28,Larceny Offenses,1,Theft From Motor Vehicle
5400 BLOCK OF SE SCHILLER ST                                                                                      ,18-103530,Property,Woodstock,3/29/2018,3/1/2018,1543,Larceny Offenses,1,All Other Larceny
4100 BLOCK OF SE POWELL BLVD                                                                                      ,18-140755,Property,Creston-Kenilworth,4/29/2018,4/1/2018,59,Vandalism,1,Vandalism
10000 BLOCK OF NE HALSEY ST                                                                                        ,18-141131,Property,Hazelwood,4/29/2018,4/1/2018,1115,Motor Vehicle Theft,1,Motor Vehicle Theft
8300 BLOCK OF NE BEECH ST                                                                                         ,18-142642,Property,Madison South,4/30/2018,4/1/2018,1825,Vandalism,1,Vandalism
1900 BLOCK OF NE 122ND AVE                                                                                        ,18-142740,Property,Russell,4/30/2018,4/1/2018,1921,Larceny Offenses,1,Shoplifting
8200 BLOCK OF SE POWELL BLVD                                                                                      ,18-142474,Property,Powellhurst-Gilbert,4/30/2018,4/1/2018,1557,Larceny Offenses,1,Shoplifting
11200 BLOCK OF SE DIVISION ST                                                                                      ,18-141397,Property,Powellhurst-Gilbert,4/29/2018,4/1/2018,1707,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
7500 BLOCK OF NE RODNEY AVE                                                                                       ,18-139047,Property,Piedmont,4/24/2018,4/1/2018,1,Burglary,1,Burglary
NW 14TH AVE / NW COUCH ST,18-134962,Property,Pearl,4/24/2018,4/1/2018,1330,Larceny Offenses,1,Theft From Motor Vehicle
500 BLOCK OF SW IDAHO ST                                                                                         ,18-906301,Property,South Portland,4/22/2018,4/1/2018,1545,Larceny Offenses,1,Theft From Motor Vehicle
4500 BLOCK OF NE PRESCOTT ST                                                                                      ,18-140029,Property,Cully,4/28/2018,4/1/2018,1142,Burglary,1,Burglary
NW VAUGHN ST / NW 19TH AVE,18-141510,Property,Northwest,4/29/2018,4/1/2018,1900,Larceny Offenses,1,All Other Larceny
NW VAUGHN ST / NW 19TH AVE,18-141510,Property,Northwest,4/29/2018,4/1/2018,1900,Larceny Offenses,1,Theft From Motor Vehicle
2800 BLOCK OF NW CUMBERLAND RD                                                                                    ,18-139964,Property,Hillside,4/20/2018,4/1/2018,1200,Larceny Offenses,1,All Other Larceny
1900 BLOCK OF NW FRONT AVE                                                                                        ,18-141043,Property,Northwest,4/29/2018,4/1/2018,955,Larceny Offenses,1,Theft From Motor Vehicle
SW SPRING GARDEN ST / SW DOLPH CT,18-141138,Property,Multnomah,4/28/2018,4/1/2018,1500,Larceny Offenses,1,Theft From Motor Vehicle
4000 BLOCK OF NE SKIDMORE ST                                                                                      ,18-906623,Property,Beaumont-Wilshire,4/29/2018,4/1/2018,430,Larceny Offenses,1,Theft From Motor Vehicle
17400 BLOCK OF SE POWELL BLVD                                                                                      ,18-136137,Property,Centennial,4/25/2018,4/1/2018,1155,Larceny Offenses,1,All Other Larceny
NE 33RD AVE / I84 FWY WB,18-906470,Property,Laurelhurst,4/25/2018,4/1/2018,1130,Larceny Offenses,1,Theft From Motor Vehicle
